id,Zip Code,area,age_con,sex,ethnicity,,,,,,,q44,q45,q46,q48,q50,q51_1,q51_2,q51_3,q52_1,,q52_2,,q52_3,,q52_4,,q52_5,,q52_6,,q52_7,,q52_8,,q52_9,,q52_10,,,sts,trust,conspiracy,complexity,open,conscie,extrav,agreeab,neuro
1905,85283,urban,21,Female,Other,4,2,4,Single,Other,0,Democratic (Ruling Party),That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,forest fires,,,Medium impact,2,No impact,0,Medium impact,2,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,0,3,3,5,7,15,9,15,21,12
1906,86436,rural,72,Male,White/Caucasian,5,5,2,Married or Partnered,Employed Part-time,1,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,inflation,ilegal imagration,crime and drugs,High impact,3,High impact,3,Low impact,1,No impact,0,High impact,3,Medium impact,2,Low impact,1,Medium impact,2,Medium impact,2,Medium impact,2,9,25,2,10,12,19,19,11,18,5
1907,85206,urban,34,Male,White/Caucasian,5,6,3,Married or Partnered,Employed Full-time,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,high price,,,Medium impact,2,Low impact,1,Medium impact,2,High impact,3,Medium impact,2,Medium impact,2,Low impact,1,Medium impact,2,Medium impact,2,Medium impact,2,9,18,3.6666667,10,12,9,14,12,10,7
1908,85383,rural,86,Male,White/Caucasian,8,4,2,Married or Partnered,Retired,2,Republican (Opposing Party),That there is a well-functioning social system,Democracy,Democracy,Democracy,The Hunter Biden investigation,The crisis in Palestine Ohio,Gas prices going up again,Medium impact,2,High impact,3,Low impact,1,Low impact,1,Medium impact,2,Low impact,1,Medium impact,2,Low impact,1,Low impact,1,Medium impact,2,7,26,4.3333335,8,14,16,18,16,16,9
1915,85234,urban,64,Female,Hispanic,7,4,4,Married or Partnered,Employed Part-time,2,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,Inflation,Political divide,,High impact,3,Medium impact,2,Low impact,1,Low impact,1,Medium impact,2,Medium impact,2,Medium impact,2,Low impact,1,No impact,0,Low impact,1,6,24,3,7,12,18,19,6,19,19
1916,85132,rural,67,Male,White/Caucasian,7,2,2,Married or Partnered,Employed Part-time,2,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Autocracy,Autocracy,Democracy,inflation,,,Medium impact,2,Medium impact,2,Low impact,1,Low impact,1,Low impact,1,No impact,0,Low impact,1,Low impact,1,Low impact,1,Low impact,1,4,22,3.6666667,8,13,12,17,12,16,10
1917,85338,urban,51,Female,White/Caucasian,8,6,2,Single,Retired,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Inflation,Economy,Illegal immigration,High impact,3,Medium impact,2,Low impact,1,Medium impact,2,Low impact,1,Medium impact,2,No impact,0,No impact,0,No impact,0,Low impact,1,3,26,2,8,10,7,14,9,15,9
1918,85023,urban,59,Male,Black/African-American,5,6,1,Seperated,Employed Full-time,2,Did not vote,That the people elect the respective head of state in free elections,Democracy,Autocracy,Democracy,Climate change,,,High impact,3,Low impact,1,High impact,3,No impact,0,No impact,0,Medium impact,2,No impact,0,No impact,0,No impact,0,High impact,3,5,26,4.3333335,8,19,17,21,13,17,9
1920,85304,urban,18,Other,White/Caucasian,4,2,4,Single,Employed Part-time,2,Did not vote,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Climate change,Covid-19 Outbreak,Anti-Trans legislation,High impact,3,Medium impact,2,High impact,3,High impact,3,Low impact,1,Medium impact,2,High impact,3,High impact,3,Low impact,1,Low impact,1,10,26,2.6666667,7,18,14,18,16,17,17
1921,85747,rural,29,Male,Asian,2,3,5,Married or Partnered,Employed Full-time,0,Did not vote,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,Covid 19,,,High impact,3,High impact,3,Low impact,1,No impact,0,No impact,0,No impact,0,Low impact,1,Low impact,1,No impact,0,Medium impact,2,4,12,2.3333333,8,12,12,15,3,10,20
1923,85123,urban,24,Female,Asian,5,6,4,Single,Employed Full-time,0,Did not vote,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,wars,price increase,,High impact,3,Medium impact,2,High impact,3,Low impact,1,Low impact,1,High impact,3,Medium impact,2,High impact,3,Medium impact,2,Low impact,1,11,27,5,10,16,18,19,19,18,6
1924,85224,urban,26,Male,White/Caucasian,1,2,1,Single,Employed Part-time,1,Did not vote,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,Price inflation,Corona Virus 2019,Gas price spike,High impact,3,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,High impact,3,High impact,3,No impact,0,Low impact,1,8,19,1.6666666,5,9,17,21,15,19,9
1925,85022,urban,29,Female,White/Caucasian,6,4,4,Married or Partnered,Employed Full-time,0,Republican (Opposing Party),That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,covid,,,Medium impact,2,Medium impact,2,Medium impact,2,Medium impact,2,Low impact,1,Medium impact,2,Medium impact,2,Medium impact,2,No impact,0,Medium impact,2,8,25,2,5,9,16,17,12,15,15
1926,85029,urban,42,Male,White/Caucasian,3,2,6,Single,Employed Full-time,1,Republican (Opposing Party),That I can determine directly/by myself what happens in my country,Democracy,Democracy,Autocracy,None,,,Medium impact,2,High impact,3,High impact,3,Medium impact,2,High impact,3,Medium impact,2,High impact,3,High impact,3,Low impact,1,Low impact,1,10,21,3,10,12,15,16,19,19,11
1928,85375,urban,72,Female,White/Caucasian,5,5,2,Married or Partnered,Retired,1,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,Inflation,Crime,Open border,High impact,3,High impact,3,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,0,28,4.3333335,11,7,15,18,12,18,6
1929,85249,urban,59,Female,White/Caucasian,10,6,2,Married or Partnered,Employed Full-time,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,gun violence,women's rights being taken away,LGBTQ+ rights being taken away,Medium impact,2,Medium impact,2,Medium impact,2,No impact,0,No impact,0,No impact,0,No impact,0,Medium impact,2,No impact,0,Low impact,1,3,33,3.6666667,8,14,19,20,12,16,4
1930,85260,urban,76,Female,White/Caucasian,7,6,1,Widowed,Retired,3,Democratic (Ruling Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Autocracy,Democracy,climate change,wildfiires,,High impact,3,Medium impact,2,High impact,3,Medium impact,2,Medium impact,2,Medium impact,2,No impact,0,Low impact,1,Low impact,1,Medium impact,2,6,31,4,5,11,15,19,14,17,8
1931,85378,urban,80,Male,White/Caucasian,4,3,2,Married or Partnered,Retired,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,inflation,lies in and around the White House,China and Russia doings,High impact,3,Medium impact,2,Low impact,1,Medium impact,2,Low impact,1,Medium impact,2,No impact,0,Low impact,1,No impact,0,Low impact,1,4,20,4,6,10,12,17,19,12,10
1932,85142,urban,57,Female,White/Caucasian,9,3,6,Seperated,Employed Part-time,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Immigration,Inflation,Economy,High impact,3,High impact,3,Low impact,1,Low impact,1,Medium impact,2,Medium impact,2,Low impact,1,Medium impact,2,Low impact,1,Medium impact,2,8,26,3,10,11,20,21,16,15,15
1934,85301,urban,48,Male,White/Caucasian,2,6,3,Seperated,Unemployed,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,COVID,Ukraine,,High impact,3,Medium impact,2,High impact,3,No impact,0,No impact,0,High impact,3,No impact,0,Medium impact,2,No impact,0,No impact,0,5,34,4.6666665,9,13,15,13,7,21,19
1935,85379,urban,23,Female,White/Caucasian,1,2,4,Married or Partnered,Other,0,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Autocracy,Democracy,Democracy,Trump turning himself into jail in Georgia when he's an innocent man,COVID shut down trying to happen again in 2023/2024,The tragic fires in Maui killing many & tourists acting like nothing happened the next day,High impact,3,High impact,3,High impact,3,Low impact,1,Medium impact,2,High impact,3,High impact,3,High impact,3,Low impact,1,Medium impact,2,12,28,2.3333333,18,14,18,20,20,21,18
1937,85378,urban,33,Female,Hispanic,3,2,1,Single,Employed Part-time,3,Republican (Opposing Party),That there is a well-functioning social system,Democracy,Democracy,Democracy,Loss of family member,Loss of friend,Loss of pet,Medium impact,2,High impact,3,Medium impact,2,Medium impact,2,Medium impact,2,Medium impact,2,High impact,3,High impact,3,Medium impact,2,Medium impact,2,12,24,2.3333333,13,13,21,21,15,15,3
1938,85008,urban,47,Male,Hispanic,5,4,4,Single,Employed Full-time,2,Did not vote,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,To many to count,,,High impact,3,High impact,3,Medium impact,2,High impact,3,Medium impact,2,Medium impact,2,High impact,3,High impact,3,Medium impact,2,Medium impact,2,12,18,3,9,9,13,12,7,19,9
1939,85756,urban,26,Female,White/Caucasian,6,4,4,Married or Partnered,Employed Full-time,2,Democratic (Ruling Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,Covid,None,,High impact,3,No impact,0,High impact,3,Medium impact,2,Low impact,1,Low impact,1,Medium impact,2,High impact,3,High impact,3,Low impact,1,10,30,3,5,18,17,21,13,18,11
1941,85541,rural,38,Male,White/Caucasian,6,5,1,Single,Other,0,Republican (Opposing Party),That the people elect the respective head of state in free elections,Autocracy,Neither,Neither,Crime and violence,Drugs,Inflation,High impact,3,High impact,3,No impact,0,No impact,0,Medium impact,2,Low impact,1,High impact,3,High impact,3,Medium impact,2,Low impact,1,10,28,1,15,9,11,15,4,13,21
1942,86047,rural,18,Male,Native American,3,2,4,Single,Employed Full-time,3,Did not vote,That I can determine directly/by myself what happens in my country,Democracy,Autocracy,Autocracy,Covid,US and China relations,Cryptocurrency,Medium impact,2,Medium impact,2,Medium impact,2,No impact,0,Medium impact,2,Low impact,1,Medium impact,2,Medium impact,2,No impact,0,Medium impact,2,7,21,2,12,14,21,17,11,11,15
1943,85705,urban,79,Female,White/Caucasian,5,5,1,Widowed,Retired,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Climate change,Covid,Hurricane,Low impact,1,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,Low impact,1,No impact,0,Low impact,1,2,24,4,7,12,16,20,15,19,8
1945,85929,rural,69,Male,White/Caucasian,5,3,2,Married or Partnered,Retired,2,Republican (Opposing Party),That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,inflation,,,High impact,3,High impact,3,Low impact,1,Medium impact,2,Medium impact,2,No impact,0,Low impact,1,Low impact,1,No impact,0,No impact,0,2,29,3.6666667,6,12,18,21,13,18,4
1946,85284,urban,57,Female,Asian,7,5,2,Married or Partnered,Retired,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,Maui Fires,Interest rate hikes,The real estate market,Low impact,1,Low impact,1,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,0,30,3,11,17,19,20,11,18,5
1947,85711,urban,51,Female,White/Caucasian,5,5,2,Seperated,Employed Full-time,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,changing climate crisis,lack of water crisis,healthcare crisis,Low impact,1,Medium impact,2,High impact,3,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,No impact,0,Low impact,1,4,24,3.3333333,8,18,17,13,21,18,7
1948,85296,urban,29,Female,White/Caucasian,6,5,3,Single,Employed Full-time,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Neither,Neither,None,,,Medium impact,2,No impact,0,Medium impact,2,Low impact,1,No impact,0,No impact,0,Low impact,1,No impact,0,No impact,0,No impact,0,1,31,2,8,17,10,18,11,16,10
1949,85022,urban,40,Male,White/Caucasian,8,2,4,Married or Partnered,Employed Full-time,0,Republican (Opposing Party),That I can determine directly/by myself what happens in my country,Democracy,Neither,Neither,Civil- affected everything,,,High impact,3,Low impact,1,No impact,0,High impact,3,Low impact,1,High impact,3,Low impact,1,Low impact,1,Low impact,1,Low impact,1,7,18,3,17,12,16,12,13,12,12
1951,85621,urban,37,Male,Hispanic,1,2,1,Single,Unemployed,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Inflation,Gun violence,Severe climate,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,15,35,3.6666667,20,14,21,15,15,15,15
1952,0,urban,72,Female,White/Caucasian,4,2,2,Married or Partnered,Employed Part-time,2,Did not vote,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,CLIMATE CHANGE,,,High impact,3,High impact,3,High impact,3,Medium impact,2,No impact,0,Low impact,1,Low impact,1,Low impact,1,Medium impact,2,High impact,3,8,23,3.3333333,9,15,7,20,16,18,13
1953,85204,urban,77,Female,White/Caucasian,5,2,1,Seperated,Retired,1,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,The Covid,,,Medium impact,2,High impact,3,No impact,0,No impact,0,High impact,3,Medium impact,2,High impact,3,High impact,3,No impact,0,Medium impact,2,10,11,3,7,8,6,21,15,21,21
1954,85755,urban,67,Female,White/Caucasian,2,3,1,Widowed,Retired,1,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Autocracy,Democracy,Democracy,corrupt politicians,weather related,restrictions on free speech,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,No impact,0,Low impact,1,4,19,2.6666667,8,9,15,15,13,18,6
1955,0,urban,49,Female,White/Caucasian,8,6,3,Married or Partnered,Employed Full-time,0,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,covid,,,High impact,3,Medium impact,2,Low impact,1,No impact,0,Medium impact,2,No impact,0,Low impact,1,High impact,3,No impact,0,No impact,0,4,18,3.6666667,7,14,9,19,7,16,12
1956,85029,urban,66,Male,White/Caucasian,6,3,1,Seperated,Retired,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,"Resurrection at the Capital, Jan 6th",,,Medium impact,2,Low impact,1,Medium impact,2,No impact,0,Low impact,1,No impact,0,No impact,0,Medium impact,2,No impact,0,No impact,0,2,22,4,8,15,14,18,12,17,10
1957,85756,rural,38,Male,White/Caucasian,1,0,1,Single,Unemployed,2,Did not vote,That there is a well-functioning social system,Autocracy,Neither,Neither,Death of a friend,The COVID virus,That's it,High impact,3,No impact,0,Low impact,1,High impact,3,No impact,0,No impact,0,No impact,0,Low impact,1,No impact,0,No impact,0,1,18,3,15,13,21,21,16,21,16
1960,85086,urban,51,Female,White/Caucasian,9,6,2,Married or Partnered,Employed Full-time,0,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Inflation,Illegal immigration,Corrupt politics,High impact,3,Medium impact,2,Low impact,1,Medium impact,2,Medium impact,2,Low impact,1,High impact,3,Medium impact,2,Low impact,1,Medium impact,2,9,29,3,11,11,13,20,17,19,8
