Respondent ID,Respondant Zip Code,Urban or Rural,Age,Gender,Ethnicity,Income,Education,Household Size,Marital,Employment,Elections: I think elections are fair and reliable Re-scaled see document for rescaling,"Last Election: Didn't Vote 0, Democrat 1, Republican 2",Elections: I understand the term 'democracy' to mean:,Elections: How would you define the political system in which you live?,Political System Oppinions: Which of these two political systems do you think is the most effective and functional for making complex decisions?,Political System Oppinions: Which of these two political systems would you prefer to live in?,Economic Instability Re-scaled: 0=no impact 3=high impact,Energy Crisis Re-scaled 0=no impact 3=high impact,Climate Change Re-scaled 0=no impact 3=high impact,Lack of Natural Resources Re-scaled 0=no impact 3=high impact,Militarty Conflicts Re-scaled 0=no impact 3=high impact,Interstate Conflicts Re-scaled 0=no impact 3=high impact,Employment and Livelihood Re-scaled 0=no impact 3=high impact,Infectious Disease Re-scaled 0=no impact 3=high impact,AI Re-scaled 0=no impact 3=high impact,Cybersecurity Re-scaled 0=no impact 3=high impact,Composite Crisis Score (Sum of all Crisis Scores),Systems Thinking Score 0-1,Trust Score 0-1,Conspiracy 0-1,Complexity 0-1,Openness 0-1,Conscientiousness 0-1,Extraversion 0-1,Agreeableness 0-1,Neuroticism 0-1
2598,85705,Urban,48,Male,Hispanic,5,2,1,Seperated,Employed Full-time,1,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,3,1,2,2,1,1,2,2,1,2,17,0.6111111111,0.5,0.2666666667,0.4666666667,0.5555555556,0.6666666667,0.3333333333,0.4444444444,0.3333333333
2136,85032,Urban,44,Male,White,5,5,1,Single,Employed Full-time,1,2,That the people elect the respective head of state in free elections,Autocracy,Democracy,Democracy,3,2,1,2,1,2,1,2,1,2,17,0.7777777778,0.5,0.2666666667,0.4666666667,0.5555555556,0.6111111111,0.1666666667,0.8888888889,0.5
1674,85001,Urban,26,Female,Hispanic,7,5,4,Married,Employed Full-time,1,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,3,2,1,2,2,2,1,1,19,0.5833333333,0.583333325,0.4,0.4666666667,0.5555555556,0.7222222222,0.8888888889,0.7777777778,0.8333333333
2334,85050,Urban,69,Female,White,7,4,3,Seperated,Retired,0,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,0,1,3,2,1,1,3,1,18,0.75,0.5,0.5333333333,0.2,0.5555555556,0.8888888889,0.8333333333,0.8888888889,0.3888888889
1800,85260,Urban,70,Female,White,1,3,1,Seperated,Retired,2,0,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,3,1,1,1,3,3,0,1,18,0.9444444444,0.08333335,0,0.6666666667,0.6111111111,1,0.6666666667,1,0.5555555556
2430,85737,Urban,39,Female,White,5,5,2,Married,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,3,3,1,1,3,3,0,1,20,0.8333333333,0.333333325,0,0.8,0.6111111111,0.7777777778,0.3333333333,0.8888888889,0.8888888889
2510,85379,Urban,37,Female,Hispanic,3,3,6,Single,Employed Part-time,2,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,3,3,1,3,1,2,3,2,0,1,19,0.5833333333,0.5,0,0.5333333333,0.6111111111,0.6666666667,0.5555555556,0.7222222222,0.5
1801,85208,Urban,39,Male,White,2,3,3,Married,Other,1,0,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,3,2,2,0,1,3,2,1,1,18,0.6111111111,0.5,0.1333333333,0.7333333333,0.6111111111,0.6666666667,0.5,0.8333333333,0.8888888889
1844,85225,Rural,56,Female,White,10,6,2,Married,Employed Full-time,0,2,That I have to bow to the majority opinion whether I agree or not,Autocracy,Democracy,Democracy,3,3,3,2,3,3,1,2,1,1,22,0.6666666667,0.583333325,0.1333333333,0.4666666667,0.6111111111,0.8333333333,0.6111111111,0.5555555556,0.2222222222
2571,86440,Urban,24,Female,Hispanic,2,2,5,Single,Employed Part-time,2,0,That the people elect the respective head of state in free elections,Democracy,Democracy,Neither,1,2,3,1,0,1,3,3,0,1,15,0.5833333333,0.25,0.2,0.6,0.6111111111,0.8333333333,0.5555555556,0.7777777778,0.5555555556
1603,85282,Rural,55,Female,White,8,3,3,Married,Employed Full-time,1,1,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,2,2,2,2,1,2,3,1,1,1,17,0.6111111111,0.75,0.2,0.6666666667,0.6111111111,0.7777777778,0.6111111111,0.8888888889,0.5555555556
2618,85033,Urban,20,Female,White,2,3,6,Single,Employed Part-time,1,0,That I can determine directly/by myself what happens in my country,Autocracy,Neither,Neither,1,0,1,2,2,3,1,3,0,1,14,0.6111111111,0.333333325,0.2666666667,0.7333333333,0.6111111111,0.4444444444,0.4444444444,0.6666666667,0.7222222222
1568,85395,Urban,71,Male,White,10,3,2,Married,Retired,1,2,That I can determine directly/by myself what happens in my country,Democracy,Neither,Democracy,3,3,0,3,3,3,2,0,2,1,20,0.8055555556,0.75,0.4,0.3333333333,0.6111111111,0.5555555556,0.6666666667,0.8888888889,0.6666666667
2856,85308,Urban,29,Female,White,4,2,3,Single,Employed Full-time,1,2,That I can determine directly/by myself what happens in my country,Democracy,Autocracy,Democracy,3,3,3,2,2,1,2,2,2,1,21,0.6944444444,0.416666675,0.5333333333,0.6666666667,0.6111111111,0.8888888889,0.7222222222,0.7222222222,0.6111111111
2322,85388,Urban,38,Male,White,3,2,2,Single,Employed Full-time,0,2,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,3,2,3,1,1,2,3,1,1,19,0.6111111111,0.5,0.5333333333,0.2666666667,0.6111111111,0.7777777778,0.6111111111,0.8333333333,0.5
2254,85008,Rural,24,Male,Hispanic,7,2,1,Single,Employed Full-time,2,0,That I can determine directly/by myself what happens in my country,Autocracy,Neither,Neither,1,1,2,1,1,1,2,1,2,2,14,0.6944444444,0.5,0.5333333333,0.6666666667,0.6111111111,0.5555555556,0.5,0.6111111111,0.5
2154,85213,Urban,24,Male,White,7,5,2,Single,Employed Full-time,1,0,That the people elect the respective head of state in free elections,Autocracy,Democracy,Democracy,3,3,1,2,1,1,3,3,0,1,18,0.8888888889,0.333333325,0.6,0.5333333333,0.6111111111,0.6666666667,0.4444444444,0.8888888889,0.4444444444
2106,85224,Urban,23,Female,White,1,5,1,Single,Employed Full-time,0,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,1,0,1,0,1,3,2,1,1,13,0.8333333333,0.75,0.6666666667,0.3333333333,0.6111111111,0.7222222222,1,0.7777777778,0.9444444444
2193,85131,Rural,33,Male,Hispanic,3,2,3,Married,Other,1,2,That there is a well-functioning social system,Democracy,Democracy,Democracy,1,1,1,3,2,1,1,1,3,2,16,0.5555555556,0.16666665,0.7333333333,0.6666666667,0.6111111111,0.7222222222,0.8333333333,0.7222222222,0.6111111111
1683,85268,Rural,66,Female,White,4,5,1,Widowed,Retired,0,2,That the people elect the respective head of state in free elections,Autocracy,Autocracy,Autocracy,3,2,0,3,2,2,2,2,0,2,18,0.75,0.75,0.8,0.2,0.6111111111,1,0.8888888889,0.7222222222,0.2222222222
2883,85008,Urban,32,Male,White,4,2,3,Single,Employed Full-time,1,2,That I can determine directly/by myself what happens in my country,Democracy,Neither,Neither,1,1,2,2,1,2,2,1,1,2,15,0.5277777778,0.25,0,0.4,0.6666666667,0.7777777778,0.5555555556,0.5555555556,0.4444444444
2573,85260,Urban,52,Female,White,9,6,4,Seperated,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,2,0,0,2,1,2,1,2,14,0.8611111111,0.25,0,0.6666666667,0.6666666667,1,0.6111111111,0.8333333333,0.3333333333
2726,85345,Urban,33,Female,Hispanic,4,2,5,Married,Unemployed,1,0,That I can determine directly/by myself what happens in my country,Democracy,Neither,Neither,2,2,3,2,0,2,3,3,0,0,17,0.6388888889,0.833333375,0,0.6,0.6666666667,0.9444444444,0.6666666667,0.9444444444,0.3888888889
1822,85204,Urban,62,Female,White,8,5,1,Seperated,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,1,3,1,1,2,0,2,3,1,17,0.6388888889,0.833333375,0.2,0.5333333333,0.6666666667,0.6111111111,0.8888888889,0.7222222222,0.6666666667
2813,85331,Urban,30,Female,Hispanic,3,4,6,Single,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,3,2,1,1,1,2,1,3,18,0.8333333333,0.833333375,0.2,0.8,0.6666666667,0.8888888889,0.6111111111,0.8333333333,0.5555555556
1755,85621,Rural,20,Female,Hispanic,2,2,4,Single,Employed Full-time,1,0,That the people elect the respective head of state in free elections,Democracy,Autocracy,Neither,3,3,3,2,1,2,2,1,2,1,20,0.5555555556,0.416666675,0.2666666667,0.8,0.6666666667,0.7222222222,0.5555555556,0.7222222222,0.2777777778
1631,85260,Rural,38,Male,White,5,5,1,Single,Employed Full-time,1,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,3,2,1,0,1,2,2,1,2,17,0.7222222222,0.583333325,0.4666666667,0.4,0.6666666667,0.8333333333,0.8888888889,0.9444444444,0.3888888889
1925,85022,Urban,29,Female,White,6,4,4,Married,Employed Full-time,0,2,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,2,2,2,2,1,2,2,2,0,2,17,0.6944444444,0.25,0,0.2666666667,0.7222222222,0.7777777778,0.5,0.6666666667,0.6666666667
2418,85755,Urban,56,Female,White,5,3,1,Seperated,Employed Full-time,1,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,1,2,1,2,2,2,1,1,18,0.6666666667,0.333333325,0,0.5333333333,0.7222222222,0.8333333333,0.5,0.6111111111,0.3333333333
2537,85339,Urban,56,Female,Black,6,5,3,Married,Employed Full-time,3,1,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,2,2,3,2,1,2,1,2,1,2,18,0.6666666667,0.833333375,0,0.6,0.7222222222,0.7777777778,0.6666666667,0.7777777778,0.7777777778
1991,85540,Rural,53,Male,White,7,4,2,Married,Employed Full-time,1,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,3,3,1,1,1,2,1,1,1,3,17,0.7222222222,0.25,0.1333333333,0.4,0.7222222222,0.8888888889,0.3333333333,0.6666666667,0.3333333333
2857,85706,Urban,20,Male,Hispanic,5,3,4,Single,Other,3,0,That the people elect the respective head of state in free elections,Autocracy,Autocracy,Autocracy,3,2,3,2,2,2,3,2,0,1,20,0.7222222222,0.333333325,0.2,0.6666666667,0.7222222222,0.6111111111,0.3333333333,0.6666666667,0.7222222222
1655,85641,Urban,32,Female,Black,7,4,3,Married,Unemployed,1,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,2,3,1,2,2,3,1,2,0,19,0.8888888889,0.416666675,0.2,0.9333333333,0.7222222222,0.6111111111,0.6111111111,0.8333333333,0.5
2304,85306,Urban,58,Male,White,7,2,6,Single,Employed Full-time,1,2,That there is a well-functioning social system,Democracy,Democracy,Democracy,3,2,1,1,1,2,3,2,1,0,16,0.8055555556,0.5,0.2,0.6,0.7222222222,0.5555555556,0.5,0.6666666667,0.1666666667
1980,85713,Urban,22,Female,Hispanic,7,2,5,Married,Unemployed,1,1,That I can determine directly/by myself what happens in my country,Democracy,Neither,Neither,3,1,2,2,1,1,3,2,1,1,17,0.5555555556,0.333333325,0.2666666667,0.4,0.7222222222,0.5,0.6666666667,0.7777777778,0.5555555556
2389,85367,Urban,18,Male,Black,1,2,5,Single,Employed Part-time,3,0,That the people elect the respective head of state in free elections,Autocracy,Neither,Neither,2,1,3,1,1,2,2,2,0,2,16,0.7222222222,0.583333325,0.5333333333,0.4666666667,0.7222222222,0.5555555556,0.2777777778,0.7777777778,0.7222222222
1900,85048,Urban,31,Female,Hispanic,6,5,3,Married,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,3,2,2,2,2,1,1,2,19,0.6111111111,0.416666675,0.6666666667,0.5333333333,0.7222222222,0.6111111111,0.5,0.5555555556,0.5
1924,85224,Urban,26,Male,White,1,2,1,Single,Employed Part-time,1,0,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,1,1,1,1,1,3,3,0,1,15,0.5277777778,0.16666665,0,0.2666666667,0.7777777778,1,0.6666666667,0.8888888889,0.3333333333
1878,85742,Urban,50,Female,White,10,6,3,Married,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,2,1,1,2,0,2,2,2,16,0.8055555556,0.583333325,0,0.6666666667,0.7777777778,0.7222222222,0.8888888889,0.7777777778,0.7222222222
2852,85379,Urban,23,Female,Hispanic,2,3,6,Single,Employed Full-time,1,1,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,2,2,2,2,2,2,1,2,1,2,18,0.5555555556,0.416666675,0.06666666667,0.7333333333,0.7777777778,0.6666666667,0.4444444444,0.8888888889,0.3888888889
1825,86005,Rural,28,Female,Hispanic,4,3,1,Seperated,Employed Full-time,1,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,2,2,1,2,1,1,2,3,1,1,16,0.5555555556,0.583333325,0.3333333333,0.6,0.7777777778,0.7222222222,0.6666666667,0.6111111111,0.7777777778
1759,85040,Urban,20,Male,Hispanic,1,2,5,Single,Other,1,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,2,3,1,2,1,3,3,1,0,19,0.75,0.583333325,0.4,0.8666666667,0.7777777778,0.7777777778,0.5,0.9444444444,0.2777777778
2410,85301,Urban,20,Male,Hispanic,6,2,6,Single,Unemployed,1,1,That the people elect the respective head of state in free elections,Autocracy,Neither,Democracy,3,1,3,2,0,1,3,3,0,1,17,0.6388888889,0.333333325,0.2,0.7333333333,0.8333333333,0.6111111111,0.2777777778,0.7222222222,0.6111111111
2628,85208,Urban,27,Female,White,3,2,3,Single,Other,1,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,3,2,3,3,3,1,3,2,1,1,22,0.8333333333,0.5,0.2666666667,0.5333333333,0.8333333333,0.8888888889,0.8333333333,0.9444444444,0.7222222222
2327,85122,Urban,57,Female,White,3,5,6,Seperated,Unemployed,1,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,1,3,3,2,2,1,3,1,1,20,0.9444444444,0.5,0.3333333333,0.7333333333,0.8333333333,0.8333333333,0.5555555556,0.8888888889,0.6666666667
2743,85023,Urban,40,Female,White,6,4,3,Married,Employed Full-time,0,2,That I have to bow to the majority opinion whether I agree or not,Autocracy,Democracy,Democracy,2,2,3,2,0,1,2,1,2,2,17,0.6388888889,0.75,0.4,0.2,0.8333333333,0.8888888889,0.8888888889,0.8888888889,0.2222222222
2363,85345,Urban,26,Female,Hispanic,1,3,6,Married,Other,1,0,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Democracy,3,2,1,2,1,1,3,2,1,1,17,0.8055555556,0.666666675,0.5333333333,0.5333333333,0.8333333333,0.6111111111,0.3888888889,0.8888888889,0.8888888889
1705,86401,Rural,50,Male,White,3,3,2,Single,Employed Part-time,0,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,0,3,3,3,3,1,1,0,20,0.8055555556,0.416666675,0.8,0.1333333333,0.8333333333,1,0.7777777778,1,0.5555555556
1671,85020,Urban,58,Male,White,8,5,2,Married,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,2,3,3,2,2,1,3,1,1,19,1,0.833333375,0.2,1,0.8888888889,0.8888888889,0.8888888889,0.9444444444,0.1666666667
1877,85024,Urban,38,Male,Hispanic,6,3,1,Single,Employed Full-time,0,2,That I can determine directly/by myself what happens in my country,Autocracy,Autocracy,Autocracy,3,1,1,1,2,2,1,2,2,1,16,1,0.416666675,0.5333333333,0.4666666667,0.8888888889,0.8888888889,0.5,0.8333333333,0.4444444444
1628,85351,Urban,69,Female,White,4,4,2,Married,Retired,0,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,3,0,3,3,2,2,3,0,1,18,0.6666666667,0.333333325,0,0.4,0.9444444444,0.8333333333,0.6111111111,1,0.7222222222
1627,85003,Urban,25,Male,Black,9,5,1,Married,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,1,2,1,1,1,2,3,1,1,15,0.6388888889,0.16666665,0.06666666667,0.6,0.9444444444,0.7777777778,0.8333333333,0.8888888889,0.6666666667
2177,85282,Urban,39,Male,Hispanic,6,2,5,Married,Employed Full-time,2,2,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,2,1,1,2,1,1,3,2,1,16,0.6944444444,0.666666675,0.2,0.6,0.9444444444,0.7777777778,0.7777777778,0.7222222222,0.2222222222
1932,85142,Urban,57,Female,White,9,3,6,Seperated,Employed Part-time,1,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,1,1,2,2,1,2,1,2,18,0.7222222222,0.5,0.3333333333,0.4,0.9444444444,1,0.7222222222,0.6666666667,0.6666666667
2385,85053,Urban,30,Male,White,3,2,5,Married,Employed Full-time,0,0,That I can determine directly/by myself what happens in my country,Democracy,Neither,Neither,2,2,2,2,1,1,2,2,1,2,17,0.75,0.583333325,0.4666666667,0.6,0.9444444444,0.8333333333,0.8333333333,0.8333333333,0.3333333333
2728,85254,Urban,35,Female,White,7,6,3,Single,Employed Full-time,2,1,That there is a well-functioning social system,Democracy,Democracy,Democracy,3,1,2,2,2,2,0,3,1,2,18,0.7777777778,0.416666675,0.2,0.7333333333,1,0.8888888889,0.8333333333,0.6111111111,0.7777777778
2202,85248,Urban,19,Female,White,2,3,1,Single,Other,2,0,That I can determine directly/by myself what happens in my country,Democracy,Neither,Democracy,3,1,0,3,0,2,3,0,3,0,15,1,0.08333335,0.2666666667,0.4666666667,1,0.9444444444,0.8333333333,0.8888888889,0.1666666667
2546,85021,Urban,23,Male,White,2,2,1,Single,Employed Full-time,1,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,1,3,3,3,1,1,1,3,1,2,19,0.6666666667,0.5,0.2666666667,0.8,1,0.8888888889,0.8333333333,0.8333333333,0.5
2732,85303,Urban,34,Female,Hispanic,3,2,3,Single,Employed Full-time,1,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,3,1,1,0,0,3,2,1,2,16,0.5277777778,0.5,0.4666666667,0.7333333333,1,0.7777777778,0.5,0.6111111111,1
2203,85719,Urban,22,Male,White,4,3,3,Single,Other,1,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,0,3,2,1,3,0,1,2,18,0.5,0.5,0.2666666667,0.2,0.1666666667,0.4444444444,0.3333333333,0.4444444444,0.4444444444
2798,85282,Urban,26,Male,Hispanic,5,5,5,Single,Unemployed,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,1,1,1,1,2,2,1,1,14,0.75,0.583333325,0.2666666667,0.4666666667,0.2222222222,0.6666666667,0.4444444444,0.8333333333,0.4444444444
1618,85379,Urban,46,Female,White,5,2,3,Seperated,Employed Full-time,1,0,That there is a well-functioning social system,Democracy,Neither,Democracy,2,3,1,2,1,1,2,2,1,1,16,0.7777777778,0.666666675,0.06666666667,0.6666666667,0.2777777778,0.6666666667,0.2777777778,0.7777777778,0.6666666667
2800,85306,Urban,61,Male,White,2,6,2,Single,Retired,1,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,3,2,0,2,0,1,0,2,3,1,14,0.6111111111,0.333333325,0.2,0.4,0.2777777778,1,0.2777777778,0.4444444444,0.4444444444
2147,85234,Rural,70,Female,White,9,5,4,Widowed,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,3,2,3,2,2,2,0,1,21,0.9722222222,0.5,0,0.8,0.3333333333,1,0.8888888889,1,0.6111111111
1872,85382,Urban,49,Male,White,7,3,4,Single,Employed Full-time,2,2,That the people elect the respective head of state in free elections,Democracy,Neither,Autocracy,3,2,1,1,1,1,3,1,1,1,15,0.4722222222,0.416666675,0.4,0.4,0.3333333333,0.8888888889,0.5555555556,0.7777777778,0.6111111111
2937,85016,Urban,26,Male,Black,1,2,1,Single,Employed Full-time,0,0,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Autocracy,3,1,1,2,3,3,0,3,1,0,17,0.5277777778,0.5,0.6,0.4666666667,0.3333333333,0.4444444444,0.6666666667,0.6666666667,0.6666666667
1974,85024,Urban,55,Male,White,8,3,2,Married,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,1,2,1,1,2,2,1,1,1,13,0.8055555556,0.25,0,0.7333333333,0.3888888889,0.6666666667,0.6666666667,0.5555555556,0.5
1551,85634,Rural,38,Male,Native American,1,2,1,Single,Employed Part-time,2,1,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,1,2,1,3,1,1,2,2,1,1,15,0.5,0.583333325,0,0.6,0.3888888889,0.4444444444,0.5555555556,0.3888888889,0.4444444444
1560,85008,Urban,68,Female,White,7,6,3,Seperated,Retired,2,2,That there is a well-functioning social system,Democracy,Autocracy,Democracy,2,1,1,1,2,2,1,2,1,1,14,0.75,0.666666675,0.1333333333,0.6,0.3888888889,0.9444444444,0.6666666667,0.9444444444,0.2222222222
2265,85201,Urban,60,Male,White,7,4,2,Seperated,Employed Part-time,0,2,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,3,2,0,1,1,1,2,2,2,0,14,0.7222222222,0.416666675,0.4,0,0.3888888889,0.8333333333,0.1111111111,0.7222222222,0.4444444444
